Age,Attrition,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,0,833,Maternity,18,3,Medical,1,2,Male,60,1,2,Nurse,4,Married,5811,3,Yes,16,3,3,80,1,15,2,3,1,0,1,0
43,1,807,Maternity,17,3,Technical Degree,1,3,Male,38,2,1,Other,3,Married,2437,9,Yes,16,3,4,80,1,6,4,3,1,0,0,0
42,0,855,Maternity,12,3,Medical,1,2,Male,57,3,1,Nurse,2,Divorced,2766,8,No,22,4,2,80,3,7,6,2,5,3,0,4
55,0,478,Maternity,2,3,Medical,1,3,Male,60,2,5,Administrative,1,Married,19038,8,No,12,3,2,80,3,34,2,3,1,0,0,0
33,0,775,Maternity,4,3,Technical Degree,1,4,Male,90,3,2,Other,2,Divorced,3055,5,No,15,3,4,80,2,11,2,2,9,8,1,7
41,0,548,Maternity,9,4,Life Sciences,1,3,Male,94,3,1,Nurse,1,Divorced,2289,1,No,20,4,2,80,2,5,2,3,5,3,0,4
34,0,1375,Cardiology,10,3,Life Sciences,1,4,Male,87,3,2,Nurse,3,Divorced,4001,1,Yes,14,3,3,80,1,15,3,3,15,14,0,7
53,0,661,Neurology,1,4,Medical,1,1,Female,60,2,4,Therapist,3,Married,12965,4,Yes,20,4,4,80,3,27,2,2,3,2,0,2
43,0,244,Neurology,2,3,Life Sciences,1,2,Male,97,3,1,Other,4,Single,3539,0,No,13,3,2,80,0,10,5,3,9,7,1,8
34,0,511,Cardiology,3,2,Life Sciences,1,4,Female,32,1,2,Nurse,4,Single,6029,5,No,12,3,1,80,0,6,3,3,2,2,2,2
21,1,337,Cardiology,7,1,Marketing,1,2,Male,31,3,1,Other,2,Single,2679,1,No,13,3,2,80,0,1,3,3,1,0,1,0
38,0,1153,Maternity,6,2,Other,1,4,Female,40,2,1,Nurse,3,Married,3702,1,No,11,3,2,80,1,5,3,3,5,4,0,4
22,1,1294,Maternity,8,1,Medical,1,3,Female,79,3,1,Nurse,1,Married,2398,1,Yes,17,3,3,80,0,1,6,3,1,0,0,0
31,0,196,Cardiology,29,4,Marketing,1,1,Female,91,2,2,Nurse,4,Married,5468,1,No,14,3,1,80,2,13,3,3,12,7,5,7
51,0,942,Neurology,3,3,Technical Degree,1,1,Female,53,3,3,Other,3,Married,13116,2,No,11,3,4,80,0,15,2,3,2,2,2,2
37,0,589,Cardiology,9,2,Marketing,1,2,Male,46,2,2,Nurse,2,Married,4189,1,No,14,3,1,80,2,5,2,3,5,2,0,3
46,0,734,Maternity,2,4,Medical,1,3,Male,46,3,5,Administrative,4,Divorced,19328,7,Yes,17,3,3,80,1,24,3,3,2,1,2,2
36,0,1383,Maternity,10,3,Life Sciences,1,4,Male,90,3,3,Nurse,1,Married,8321,7,Yes,13,3,4,80,1,15,1,3,12,8,5,7
44,0,429,Maternity,1,2,Medical,1,3,Male,99,3,1,Other,2,Divorced,2342,1,Yes,12,3,3,80,3,6,2,2,5,3,2,3
37,0,1239,Neurology,8,2,Other,1,3,Male,89,3,2,Other,2,Divorced,4071,2,No,13,3,3,80,0,19,4,2,10,0,4,7
35,1,303,Cardiology,27,3,Life Sciences,1,3,Male,84,3,2,Nurse,4,Single,5813,1,Yes,18,3,4,80,0,10,2,3,10,7,7,7
33,0,867,Maternity,8,4,Life Sciences,1,4,Male,90,4,1,Other,1,Married,3143,6,No,19,3,2,80,1,14,1,3,10,8,7,6
28,0,1181,Maternity,1,3,Life Sciences,1,3,Male,82,3,1,Other,4,Married,2044,1,No,11,3,3,80,1,5,6,4,5,3,0,3
39,0,1253,Maternity,10,1,Medical,1,3,Male,65,3,3,Administrative,3,Single,13464,7,No,21,4,3,80,0,9,3,3,4,3,2,2
46,0,849,Cardiology,26,2,Life Sciences,1,2,Male,98,2,2,Nurse,2,Single,7991,8,No,15,3,3,80,0,6,3,3,2,2,2,2
40,0,616,Maternity,2,2,Life Sciences,1,3,Female,99,3,1,Nurse,1,Married,3377,4,No,17,3,4,80,1,7,5,2,4,3,0,2
42,0,1128,Maternity,13,3,Medical,1,2,Male,95,4,2,Nurse,1,Married,5538,5,No,18,3,3,80,2,10,2,2,0,0,0,0
35,0,1180,Cardiology,2,2,Medical,1,2,Male,90,3,2,Therapist,4,Divorced,5762,2,No,14,3,3,80,1,15,6,3,7,7,1,7
38,0,1336,Neurology,2,3,Human Resources,1,1,Male,100,3,1,Other,2,Divorced,2592,5,No,13,3,4,80,3,13,3,3,11,10,3,8
34,0,234,Neurology,9,4,Life Sciences,1,4,Male,93,3,2,Nurse,1,Married,5346,4,No,17,3,3,80,1,11,3,2,7,1,0,7
37,0,370,Cardiology,10,4,Medical,1,4,Male,58,3,2,Therapist,1,Single,4213,1,No,15,3,2,80,0,10,4,1,10,3,0,8
39,0,766,Cardiology,20,3,Life Sciences,1,3,Male,83,3,2,Nurse,4,Divorced,4127,2,No,18,3,4,80,1,7,6,3,2,1,2,2
43,0,343,Neurology,9,3,Life Sciences,1,1,Male,52,3,1,Other,3,Single,2438,4,No,13,3,3,80,0,7,2,2,3,2,1,2
41,0,447,Neurology,5,3,Life Sciences,1,2,Male,85,4,2,Nurse,2,Single,6870,3,No,12,3,1,80,0,11,3,1,3,2,1,2
41,0,796,Cardiology,4,1,Marketing,1,3,Female,81,3,3,Nurse,3,Divorced,10447,0,Yes,13,3,4,80,1,23,3,4,22,14,13,5
30,0,1092,Cardiology,10,3,Medical,1,1,Female,64,3,3,Therapist,3,Single,9667,9,No,14,3,2,80,0,9,3,3,7,7,0,2
26,0,920,Neurology,20,2,Medical,1,4,Female,69,3,1,Other,2,Married,2148,0,Yes,11,3,3,80,0,6,3,3,5,1,1,4
46,0,261,Neurology,21,2,Medical,1,4,Female,66,3,2,Nurse,2,Married,8926,4,No,22,4,4,80,1,13,2,4,9,7,3,7
40,0,1194,Neurology,1,3,Life Sciences,1,3,Female,52,3,2,Nurse,4,Divorced,6513,4,No,17,3,4,80,1,12,3,3,5,3,0,3
34,0,810,Cardiology,8,2,Technical Degree,1,2,Male,92,4,2,Nurse,3,Married,6799,1,No,21,4,3,80,2,10,5,3,10,8,4,8
58,0,350,Cardiology,2,3,Medical,1,2,Male,52,3,4,Administrative,2,Divorced,16291,4,No,22,4,4,80,1,37,0,2,16,9,14,14
35,0,185,Neurology,23,4,Medical,1,2,Male,91,1,1,Nurse,3,Married,2705,0,No,16,3,2,80,1,6,2,4,5,4,0,3
47,0,1001,Cardiology,4,3,Life Sciences,1,3,Female,92,2,3,Therapist,2,Divorced,10333,8,Yes,12,3,3,80,1,28,4,3,22,11,14,10
40,0,750,Neurology,12,3,Life Sciences,1,2,Female,47,3,2,Nurse,1,Divorced,4448,2,No,12,3,2,80,1,15,3,3,7,4,7,7
54,0,431,Neurology,7,4,Medical,1,4,Female,68,3,2,Other,4,Married,6854,4,No,15,3,2,80,1,14,2,2,7,1,1,7
31,0,1125,Cardiology,7,4,Marketing,1,1,Female,68,3,3,Nurse,1,Married,9637,2,No,14,3,4,80,2,9,3,3,3,2,2,2
28,0,1217,Neurology,1,3,Medical,1,3,Female,67,3,1,Other,1,Married,3591,1,No,25,4,3,80,1,3,3,3,3,2,1,2
38,0,723,Cardiology,2,4,Marketing,1,2,Female,77,1,2,Other,4,Married,5405,2,Yes,20,4,1,80,2,20,4,2,4,2,0,3
26,0,572,Cardiology,10,3,Medical,1,3,Male,46,3,2,Nurse,4,Single,4684,1,No,13,3,1,80,0,5,4,3,5,3,1,2
58,0,1216,Neurology,15,4,Life Sciences,1,1,Male,87,3,4,Administrative,3,Married,15787,2,Yes,14,3,2,80,0,23,3,3,2,2,2,2
18,1,1431,Neurology,14,3,Medical,1,2,Female,33,3,1,Other,3,Single,1514,1,No,16,3,3,80,0,0,4,1,0,0,0,0
31,0,359,Neurology,18,5,Human Resources,1,4,Male,89,4,1,Other,1,Married,2956,0,No,17,3,3,80,0,2,4,3,1,0,0,0
29,1,350,Neurology,13,3,Human Resources,1,1,Male,56,2,1,Other,1,Divorced,2335,4,Yes,15,3,4,80,3,4,3,3,2,2,2,0
45,0,589,Cardiology,2,4,Life Sciences,1,3,Female,67,3,2,Nurse,3,Married,5154,4,No,22,4,2,80,2,10,3,4,8,7,5,7
36,0,430,Neurology,2,4,Other,1,4,Female,73,3,2,Other,2,Married,6962,4,Yes,22,4,4,80,1,15,2,3,1,0,0,0
43,0,1422,Cardiology,2,4,Life Sciences,1,1,Male,92,3,2,Nurse,4,Married,5675,1,No,20,4,3,80,1,7,5,3,7,7,7,7
27,0,1297,Neurology,5,2,Life Sciences,1,4,Female,53,3,1,Nurse,4,Single,2379,0,Yes,14,3,3,80,0,6,3,2,5,4,0,2
29,0,574,Neurology,20,1,Medical,1,4,Male,40,3,1,Nurse,4,Married,3812,1,No,13,3,2,80,0,11,3,4,11,8,3,10
32,0,1318,Cardiology,10,4,Marketing,1,4,Male,79,3,2,Nurse,4,Single,4648,8,No,13,3,3,80,0,4,2,4,0,0,0,0
42,0,355,Neurology,10,4,Technical Degree,1,3,Male,38,3,1,Other,3,Married,2936,3,No,22,4,2,80,2,10,1,2,6,3,3,3
47,0,207,Neurology,9,4,Life Sciences,1,2,Female,64,3,1,Nurse,3,Single,2105,4,No,12,3,3,80,0,7,2,3,2,2,2,0
46,0,706,Cardiology,2,2,Life Sciences,1,4,Male,82,3,3,Therapist,4,Divorced,8578,3,No,14,3,3,80,1,12,4,2,9,8,4,7
28,0,280,Neurology,1,2,Life Sciences,1,3,Male,43,3,1,Other,4,Divorced,2706,1,No,15,3,2,80,1,3,2,3,3,2,2,2
29,0,726,Neurology,29,1,Life Sciences,1,4,Male,93,1,2,Nurse,3,Divorced,6384,8,No,17,3,4,80,2,11,3,3,7,0,1,6
42,0,1142,Neurology,8,3,Life Sciences,1,4,Male,81,3,1,Nurse,3,Single,3968,4,No,13,3,4,80,0,8,3,3,0,0,0,0
32,1,414,Cardiology,2,4,Marketing,1,3,Male,82,2,2,Nurse,2,Single,9907,7,Yes,12,3,3,80,0,7,3,2,2,2,2,2
46,0,1319,Cardiology,3,3,Technical Degree,1,1,Female,45,4,4,Nurse,1,Divorced,13225,2,No,12,3,4,80,1,25,5,3,19,17,2,8
27,0,728,Cardiology,23,1,Medical,1,2,Female,36,2,2,Other,3,Married,3540,1,No,21,4,4,80,1,9,5,3,9,8,5,8
29,0,352,Neurology,6,1,Medical,1,4,Male,87,2,1,Other,2,Married,2804,1,No,11,3,4,80,0,1,3,3,1,0,0,0
43,0,823,Neurology,6,3,Medical,1,1,Female,81,2,5,Administrative,3,Married,19392,7,No,13,3,4,80,0,21,2,3,16,12,6,14
48,0,1224,Neurology,10,3,Life Sciences,1,4,Male,91,2,5,Administrative,2,Married,19665,4,No,12,3,4,80,0,29,3,3,22,10,12,9
29,1,459,Neurology,24,2,Life Sciences,1,4,Male,73,2,1,Other,4,Single,2439,1,Yes,24,4,2,80,0,1,3,2,1,0,1,0
46,0,1254,Cardiology,10,3,Life Sciences,1,3,Female,64,3,3,Nurse,2,Married,7314,5,No,21,4,3,80,3,14,2,3,8,7,0,7
27,0,1131,Neurology,15,3,Life Sciences,1,4,Female,77,2,1,Other,1,Married,4774,0,No,19,3,4,80,1,8,2,2,7,6,7,3
39,0,835,Neurology,19,4,Other,1,4,Male,41,3,2,Other,4,Divorced,3902,8,No,14,3,2,80,3,7,2,3,2,2,2,2
55,0,836,Neurology,2,4,Technical Degree,1,2,Male,98,2,1,Other,4,Married,2662,8,No,20,4,2,80,1,19,2,4,5,2,0,4
28,0,1172,Cardiology,3,3,Medical,1,2,Female,78,3,1,Other,2,Married,2856,1,No,19,3,4,80,1,1,3,3,1,0,0,0
30,1,945,Cardiology,9,3,Medical,1,2,Male,89,3,1,Other,4,Single,1081,1,No,13,3,3,80,0,1,3,2,1,0,0,0
22,1,391,Neurology,7,1,Life Sciences,1,4,Male,75,3,1,Other,2,Single,2472,1,Yes,23,4,1,80,0,1,2,3,1,0,0,0
36,0,1266,Cardiology,10,4,Technical Degree,1,2,Female,63,2,2,Nurse,3,Married,5673,1,Yes,13,3,1,80,1,10,4,3,10,9,1,7
31,0,311,Neurology,20,3,Life Sciences,1,2,Male,89,3,2,Nurse,3,Divorced,4197,1,No,11,3,1,80,1,10,2,3,10,8,0,2
34,0,1480,Cardiology,4,3,Life Sciences,1,3,Male,64,3,3,Nurse,4,Married,9713,2,Yes,13,3,4,80,3,9,3,3,5,3,1,0
29,0,592,Neurology,7,3,Life Sciences,1,4,Male,59,3,1,Nurse,1,Single,2062,3,No,14,3,2,80,0,11,2,3,3,2,1,2
37,0,783,Neurology,7,4,Medical,1,4,Male,78,3,2,Other,1,Married,4284,5,Yes,22,4,3,80,1,16,2,3,5,3,0,4
35,0,219,Cardiology,16,2,Other,1,4,Female,44,2,2,Therapist,2,Married,4788,0,Yes,11,3,4,80,0,4,2,3,3,2,0,2
45,0,556,Cardiology,25,2,Life Sciences,1,2,Female,93,2,2,Therapist,4,Married,5906,0,No,13,3,4,80,2,10,2,2,9,8,3,8
36,0,1213,Neurology,2,1,Human Resources,1,2,Male,94,2,2,Other,4,Single,3886,1,No,21,4,4,80,0,10,2,2,10,1,0,8
40,0,1137,Neurology,1,4,Life Sciences,1,1,Male,98,3,4,Administrative,1,Divorced,16823,2,No,11,3,1,80,1,22,3,3,19,7,11,16
26,0,482,Neurology,1,2,Life Sciences,1,2,Female,90,2,1,Other,3,Married,2933,1,Yes,13,3,3,80,1,1,3,2,1,0,1,0
48,0,117,Neurology,22,3,Medical,1,4,Female,58,3,4,Administrative,4,Divorced,17174,3,No,11,3,2,80,1,24,3,3,22,17,4,7
44,0,170,Neurology,1,4,Life Sciences,1,2,Male,78,4,2,Nurse,1,Married,5033,2,No,15,3,4,80,1,10,5,3,2,0,2,2
34,1,967,Neurology,16,4,Technical Degree,1,4,Male,85,1,1,Other,1,Married,2307,1,Yes,23,4,2,80,1,5,2,3,5,2,3,0
56,1,1162,Neurology,24,2,Life Sciences,1,1,Male,97,3,1,Nurse,4,Single,2587,1,No,16,3,4,80,0,5,3,3,4,2,1,0
36,0,335,Cardiology,17,2,Marketing,1,3,Male,33,2,2,Nurse,2,Married,5507,2,No,16,3,3,80,2,12,1,1,4,2,1,3
41,0,337,Cardiology,8,3,Marketing,1,3,Female,54,3,2,Nurse,2,Married,4393,5,No,21,4,3,80,1,14,3,3,5,4,1,4
42,0,1396,Neurology,6,3,Medical,1,3,Male,83,3,3,Administrative,1,Married,13348,9,No,13,3,2,80,1,18,3,4,13,7,5,7
31,0,1079,Cardiology,10,2,Medical,1,3,Female,86,3,2,Nurse,4,Divorced,6583,2,Yes,11,3,4,80,1,8,2,3,5,2,1,4
34,0,735,Cardiology,3,1,Medical,1,4,Female,75,2,2,Nurse,4,Married,8103,3,Yes,12,3,3,80,0,9,3,2,4,2,0,1
31,0,471,Neurology,4,3,Medical,1,1,Female,62,4,1,Nurse,3,Divorced,3978,8,No,12,3,2,80,1,4,0,2,2,2,2,2
26,0,1096,Neurology,6,3,Other,1,3,Male,61,4,1,Nurse,4,Married,2544,0,No,18,3,1,80,1,8,3,3,7,7,7,7
45,0,1297,Neurology,1,4,Medical,1,2,Male,44,3,2,Nurse,3,Single,5399,4,No,12,3,3,80,0,12,3,3,4,2,0,3
33,0,217,Cardiology,10,4,Marketing,1,2,Male,43,3,2,Nurse,3,Single,5487,1,No,14,3,2,80,0,10,2,2,10,4,0,9
28,0,783,Cardiology,1,2,Life Sciences,1,3,Male,42,2,2,Nurse,4,Married,6834,1,Yes,12,3,3,80,1,7,2,3,7,7,0,7
29,1,746,Cardiology,24,3,Technical Degree,1,3,Male,45,4,1,Other,1,Single,1091,1,No,17,3,4,80,0,1,3,3,1,0,0,0
39,0,1251,Cardiology,21,4,Life Sciences,1,1,Female,32,1,2,Nurse,3,Married,5736,6,No,19,3,3,80,1,10,1,3,3,2,1,2
27,0,1354,Neurology,2,4,Technical Degree,1,2,Male,41,3,1,Other,2,Married,2226,1,No,11,3,3,80,1,6,3,2,5,3,1,2
34,0,735,Neurology,22,4,Other,1,3,Male,86,2,2,Other,4,Married,5747,1,Yes,15,3,2,80,0,16,3,3,15,10,6,11
28,1,1475,Cardiology,13,2,Marketing,1,4,Female,84,3,2,Nurse,3,Single,9854,3,Yes,11,3,4,80,0,6,0,3,2,0,2,2
47,0,1169,Neurology,14,4,Technical Degree,1,3,Male,64,3,2,Other,2,Married,5467,8,No,18,3,3,80,1,16,4,4,8,7,1,7
56,0,1443,Cardiology,11,5,Marketing,1,4,Female,89,2,2,Nurse,1,Married,5380,4,No,16,3,3,80,1,6,3,3,0,0,0,0
39,0,867,Cardiology,9,2,Medical,1,1,Male,87,3,2,Therapist,1,Married,5151,1,No,25,4,4,80,1,10,3,3,10,0,7,9
38,0,1394,Neurology,8,3,Medical,1,4,Female,58,2,2,Other,2,Divorced,2133,1,Yes,16,3,3,80,1,20,3,3,20,11,0,7
58,0,605,Cardiology,21,3,Life Sciences,1,4,Female,72,3,4,Administrative,4,Married,17875,4,Yes,13,3,3,80,1,29,2,2,1,0,0,0
32,1,238,Neurology,5,2,Life Sciences,1,1,Female,47,4,1,Other,3,Single,2432,3,Yes,14,3,1,80,0,8,2,3,4,1,0,3
38,0,1206,Neurology,9,2,Life Sciences,1,2,Male,71,3,1,Other,4,Divorced,4771,2,No,19,3,4,80,2,10,0,4,5,2,0,3
49,0,1064,Neurology,2,1,Life Sciences,1,2,Male,42,3,5,Administrative,4,Married,19161,3,No,15,3,4,80,0,28,3,3,5,4,4,3
42,0,419,Cardiology,12,4,Marketing,1,2,Male,77,3,2,Nurse,4,Divorced,5087,3,Yes,12,3,3,80,2,14,4,3,0,0,0,0
27,1,1337,Neurology,22,3,Human Resources,1,1,Female,58,2,1,Other,2,Married,2863,1,No,12,3,1,80,0,1,2,3,1,0,0,0
35,0,682,Cardiology,18,4,Medical,1,2,Male,71,3,2,Nurse,1,Married,5561,0,No,16,3,4,80,1,6,2,1,5,3,0,4
28,0,1103,Neurology,16,3,Medical,1,3,Male,49,3,1,Other,3,Single,2144,1,No,14,3,3,80,0,5,3,2,5,3,1,4
31,0,976,Neurology,3,2,Medical,1,3,Male,48,3,1,Other,1,Divorced,3065,1,Yes,13,3,4,80,1,4,3,4,4,2,2,3
36,0,1351,Neurology,9,4,Life Sciences,1,1,Male,66,4,1,Nurse,2,Married,2810,1,No,22,4,2,80,0,5,3,3,5,4,0,2
34,0,937,Cardiology,1,3,Marketing,1,1,Male,32,3,3,Nurse,4,Single,9888,1,No,21,4,1,80,0,14,3,2,14,8,2,1
34,0,1239,Cardiology,13,4,Medical,1,4,Male,39,3,3,Nurse,3,Divorced,8628,1,No,18,3,3,80,1,9,2,2,8,7,1,1
26,0,157,Neurology,1,3,Medical,1,3,Male,95,3,1,Nurse,1,Single,2867,0,No,13,3,4,80,0,8,6,2,7,7,7,6
29,0,136,Neurology,1,3,Life Sciences,1,1,Male,89,3,2,Nurse,1,Married,5373,0,No,12,3,1,80,1,6,5,2,5,3,0,2
32,0,1146,Neurology,15,4,Medical,1,3,Female,34,3,2,Nurse,4,Divorced,6667,5,No,18,3,2,80,1,9,6,3,5,1,1,2
31,0,1125,Neurology,1,3,Life Sciences,1,4,Male,48,1,2,Other,1,Married,5003,1,No,21,4,2,80,0,10,6,3,10,8,8,7
28,0,1404,Neurology,17,3,Technical Degree,1,3,Male,32,2,1,Nurse,4,Divorced,2367,5,No,12,3,1,80,1,6,2,2,4,1,0,3
38,0,1404,Cardiology,1,3,Life Sciences,1,1,Male,59,2,1,Other,1,Single,2858,4,No,14,3,1,80,0,20,3,2,1,0,0,0
35,0,1224,Cardiology,7,4,Life Sciences,1,3,Female,55,3,2,Nurse,4,Married,5204,1,Yes,11,3,4,80,0,10,2,3,10,8,0,9
27,0,954,Cardiology,9,3,Marketing,1,4,Male,44,3,2,Nurse,4,Single,4105,1,No,14,3,1,80,0,7,5,3,7,7,0,7
32,0,1373,Cardiology,5,4,Life Sciences,1,4,Male,56,2,2,Therapist,4,Single,9679,8,No,24,4,2,80,0,8,1,3,1,0,0,0
31,1,754,Cardiology,26,4,Marketing,1,1,Male,63,3,2,Nurse,4,Married,5617,1,Yes,11,3,3,80,0,10,4,3,10,7,0,8
53,1,1168,Cardiology,24,4,Life Sciences,1,1,Male,66,3,3,Nurse,1,Single,10448,6,Yes,13,3,2,80,0,15,2,2,2,2,2,2
54,0,155,Neurology,9,2,Life Sciences,1,1,Female,67,3,2,Other,3,Married,2897,3,No,11,3,3,80,2,9,6,2,4,3,2,3
33,0,1303,Neurology,7,2,Life Sciences,1,4,Male,36,3,2,Nurse,3,Divorced,5968,1,No,20,4,3,80,3,9,2,3,9,7,2,8
43,0,574,Neurology,11,3,Life Sciences,1,1,Male,30,3,3,Nurse,3,Married,7510,1,No,17,3,2,80,1,10,1,3,10,9,0,9
38,0,1444,Neurology,1,4,Other,1,4,Male,88,3,1,Other,2,Married,2991,0,Yes,11,3,2,80,1,7,2,3,6,2,1,2
55,0,189,Neurology,26,4,Human Resources,1,3,Male,71,4,5,Administrative,2,Married,19636,4,Yes,18,3,1,80,1,35,0,3,10,9,1,4
31,0,1276,Neurology,2,1,Medical,1,4,Female,59,1,1,Nurse,4,Divorced,1129,1,Yes,11,3,3,80,3,1,4,3,1,0,0,0
39,0,119,Cardiology,15,4,Marketing,1,2,Male,77,3,4,Nurse,1,Single,13341,0,No,12,3,1,80,0,21,3,3,20,8,11,10
42,0,335,Neurology,23,2,Life Sciences,1,4,Male,37,2,2,Other,3,Single,4332,1,No,12,3,4,80,0,20,2,3,20,9,3,7
31,0,697,Neurology,10,3,Medical,1,3,Female,40,3,3,Administrative,3,Married,11031,4,No,20,4,3,80,1,13,2,4,11,7,4,8
54,0,157,Cardiology,10,3,Medical,1,3,Female,77,3,2,Therapist,1,Single,4440,6,Yes,19,3,4,80,0,9,3,3,5,2,1,4
24,0,771,Neurology,1,2,Life Sciences,1,2,Male,45,2,2,Nurse,3,Single,4617,1,No,12,3,2,80,0,4,2,2,4,3,1,2
23,0,571,Neurology,12,2,Other,1,4,Male,78,3,1,Nurse,4,Single,2647,1,No,13,3,3,80,0,5,6,4,5,2,1,4
40,0,692,Neurology,11,3,Technical Degree,1,4,Female,73,3,2,Nurse,3,Married,6323,1,No,11,3,1,80,1,10,2,4,10,9,9,4
40,0,444,Cardiology,2,2,Marketing,1,2,Female,92,3,2,Nurse,2,Married,5677,3,No,14,3,3,80,1,15,4,3,11,8,5,10
25,0,309,Neurology,2,3,Human Resources,1,3,Female,82,3,1,Other,2,Married,2187,4,No,14,3,3,80,0,6,3,3,2,0,1,2
30,0,911,Neurology,1,2,Medical,1,4,Male,76,3,1,Nurse,2,Married,3748,1,No,13,3,3,80,0,12,6,2,12,8,1,7
25,0,977,Neurology,2,1,Other,1,4,Male,57,3,1,Nurse,3,Divorced,3977,6,Yes,19,3,3,80,1,7,2,2,2,2,0,2
47,0,1180,Neurology,25,3,Medical,1,1,Male,84,3,3,Nurse,3,Single,8633,2,No,23,4,2,80,0,25,3,3,17,14,12,11
33,0,1313,Neurology,1,2,Medical,1,2,Male,59,2,1,Nurse,3,Divorced,2008,1,No,12,3,3,80,3,1,2,2,1,1,0,0
38,0,1321,Cardiology,1,4,Life Sciences,1,4,Male,86,3,2,Nurse,2,Married,4440,0,No,15,3,1,80,2,16,3,3,15,13,5,8
31,0,1154,Cardiology,2,2,Life Sciences,1,1,Male,54,3,1,Other,3,Married,3067,0,No,19,3,3,80,1,3,1,3,2,2,1,2
38,0,508,Cardiology,6,4,Life Sciences,1,1,Male,72,2,2,Therapist,3,Married,5321,2,No,11,3,4,80,1,10,1,3,8,3,7,7
42,0,557,Neurology,18,4,Life Sciences,1,4,Male,35,3,2,Other,1,Divorced,5410,6,Yes,17,3,3,80,1,9,3,2,4,3,1,2
41,0,642,Neurology,1,3,Life Sciences,1,4,Male,76,3,1,Other,4,Married,2782,3,No,22,4,1,80,1,12,3,3,5,3,1,0
47,0,1162,Neurology,1,1,Medical,1,3,Female,98,3,3,Administrative,2,Married,11957,0,No,18,3,1,80,2,14,3,1,13,8,5,12
35,0,1490,Neurology,11,4,Medical,1,4,Male,43,3,1,Nurse,3,Married,2660,7,Yes,11,3,3,80,1,5,3,3,2,2,2,2
22,0,581,Neurology,1,2,Life Sciences,1,4,Male,63,3,1,Other,3,Single,3375,0,No,12,3,4,80,0,4,2,4,3,2,1,2
35,0,1395,Neurology,9,4,Medical,1,2,Male,48,3,2,Other,3,Single,5098,1,No,19,3,2,80,0,10,5,3,10,7,0,8
33,0,501,Neurology,15,2,Medical,1,2,Female,95,3,2,Nurse,4,Married,4878,0,Yes,13,3,1,80,1,10,6,3,9,7,8,1
32,0,267,Neurology,29,4,Life Sciences,1,3,Female,49,2,1,Nurse,2,Single,2837,1,No,13,3,3,80,0,6,3,3,6,2,4,1
40,0,543,Neurology,1,4,Life Sciences,1,1,Male,83,3,1,Nurse,4,Married,2406,8,No,19,3,3,80,2,8,3,2,1,0,0,0
32,0,234,Cardiology,1,4,Medical,1,2,Male,68,2,1,Other,2,Married,2269,0,No,14,3,2,80,1,3,2,3,2,2,2,2
39,0,116,Neurology,24,1,Life Sciences,1,1,Male,52,3,2,Other,4,Single,4108,7,No,13,3,1,80,0,18,2,3,7,7,1,7
38,0,201,Neurology,10,3,Medical,1,2,Female,99,1,3,Administrative,3,Married,13206,3,No,12,3,1,80,1,20,3,3,18,16,1,11
32,0,801,Cardiology,1,4,Marketing,1,3,Female,48,3,3,Nurse,4,Married,10422,1,No,19,3,3,80,2,14,3,3,14,10,5,7
37,0,161,Neurology,10,3,Life Sciences,1,3,Female,42,4,3,Administrative,4,Married,13744,1,Yes,25,4,1,80,1,16,2,3,16,11,6,8
25,0,1382,Cardiology,8,2,Other,1,1,Female,85,3,2,Nurse,3,Divorced,4907,0,Yes,22,4,2,80,1,6,3,2,5,3,0,4
52,0,585,Cardiology,29,4,Life Sciences,1,1,Male,40,3,1,Other,4,Divorced,3482,2,No,15,3,2,80,2,16,3,2,9,8,0,0
44,0,1037,Neurology,1,3,Medical,1,2,Male,42,3,1,Other,4,Single,2436,6,Yes,12,3,3,80,0,6,2,3,4,3,1,2
21,1,501,Cardiology,5,1,Medical,1,3,Male,58,3,1,Other,1,Single,2380,1,Yes,11,3,4,80,0,2,6,3,2,2,1,2
39,0,105,Neurology,9,3,Life Sciences,1,4,Male,87,3,5,Administrative,4,Single,19431,2,No,13,3,3,80,0,21,3,2,6,0,1,3
23,1,638,Cardiology,9,3,Marketing,1,4,Male,33,3,1,Other,1,Married,1790,1,No,19,3,1,80,1,1,3,2,1,0,1,0
36,0,557,Cardiology,3,3,Medical,1,1,Female,94,2,3,Nurse,4,Married,7644,0,No,19,3,3,80,2,10,2,3,9,7,3,4
36,0,688,Cardiology,4,2,Life Sciences,1,4,Female,97,3,2,Therapist,2,Divorced,5131,7,No,13,3,2,80,3,18,3,3,4,2,0,2
56,0,667,Neurology,1,4,Life Sciences,1,3,Male,57,3,2,Nurse,3,Divorced,6306,1,No,21,4,1,80,1,13,2,2,13,12,1,9
29,1,1092,Neurology,1,4,Medical,1,1,Male,36,3,1,Other,4,Married,4787,9,Yes,14,3,2,80,3,4,3,4,2,2,2,2
